Sigla_Distribuidora,Estado,Grupo_Distribuidora,Grupo_Empresarial,Resumo temas,VlrPenalidade,NumAutoInfracao,Flag_Distribuidora,VlrMercado,DscTipoPenalidade,AnoLavratura,VlrMultaAposJuizo
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,42503.66,0020/2023-SFT,Não Distribuidora,, Multa,2023,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,40000.0,0020/2024-SFT,Não Distribuidora,, Multa,2024,0.0
Amazonas Energia,AM,Ambar Energia,Ambar Energia,Anuência  Contrato entre Partes Relacionadas,2293347.82,0020/2025-SFF,Distribuidora,1054068, Multa,2025,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,131165.37,0020/2025-SFT,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,131165.37,0020/2025-SFT,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,Ocorrências/Perturbações,6222740.62,0021/2019-SFE,Não Distribuidora,, Advertência / Multa,2019,6222740.62
,,,Não mapeado,Empreendimentos de Transmissão,755671.5,0021/2020-SFE,Não Distribuidora,, Multa,2020,0.0
CEEE Equatorial,RS,Equatorial,Equatorial,Apoio ao Processo Decisório e Conformidade Regulatória,,0021/2020-SFF,Distribuidora,1992072,,2020,0.0
,,,Não mapeado,1.02.02 - Procedimento Desempenho UTE Tipo I e II A,554508.23,0021/2020-SFG,Não Distribuidora,, Multa,2020,554508.23
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,27402.82,0021/2021-AGERGS-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,39681.9,0021/2021-ARSEP-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,52827.25,0021/2021-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.01.01 - Procedimento da Fase Pré-Obras,49587.08,0021/2022-ARPE-SFG,Não Distribuidora,, Multa,2022,49587.08
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,33471.36,0021/2022-SFG,Não Distribuidora,, Multa,2022,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,74180.35,0021/2023-SFT,Não Distribuidora,, Multa,2023,74180.35
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,40000.01,0021/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,"Apoio ao Processo Decisório, Anuência e Conformidade Regulatória",2879569.99,0021/2025-SFF,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,215694.16,0021/2025-SFT,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,Ocorrências/Perturbações,161630.34,0022/2019-SFE,Não Distribuidora,, Multa,2019,0.0
,,,Não mapeado,Operação e Manutenção,954557.81,0022/2020-SFE,Não Distribuidora,, Multa,2020,954557.81
Demei,RS,Demei,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,,0022/2020-SFF,Não Distribuidora,,,2020,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,301095.56,0022/2020-SFG,Não Distribuidora,, Multa,2020,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,26758.85,0022/2021-AGERGS-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,33858.0,0022/2021-ARSEP-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,51984.59,0022/2021-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.01.01 - Procedimento da Fase Pré-Obras,49587.08,0022/2022-ARPE-SFG,Não Distribuidora,, Multa,2022,49587.08
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,33471.36,0022/2022-SFG,Não Distribuidora,, Multa,2022,0.0
,,,Não mapeado,Empreendimentos de Transmissão,34849.38,0022/2023-SFT,Não Distribuidora,, Multa,2023,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,314860.16,0022/2024-SFT,Não Distribuidora,, Multa,2024,314860.16
,,,Não mapeado,Conformidade  Descumprimento de solicitação de informações,29396.03,0022/2025-SFF,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,212779.37,0022/2025-SFT,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,Operação e Manutenção,459940.4,0023/2019-SFE,Não Distribuidora,, Advertência / Multa,2019,0.0
Copel-Dis,PR,COPEL,COPEL,Qualidade,1911211.81,0023/2020-SFE,Distribuidora,5258152, Multa,2020,1911211.81
,,,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,,0023/2020-SFF,Não Distribuidora,,,2020,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,15769.86,0023/2020-SFG,Não Distribuidora,, Multa,2020,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,35463.49,0023/2021-AGERGS-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,38707.2,0023/2021-ARSEP-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,47736.3,0023/2021-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.01.01 - Procedimento da Fase Pré-Obras,49587.08,0023/2022-ARPE-SFG,Não Distribuidora,, Multa,2022,49587.08
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,33471.36,0023/2022-SFG,Não Distribuidora,, Multa,2022,0.0
,,,Não mapeado,Ocorrências/Perturbações,35577301.68,0023/2023-SFT,Não Distribuidora,, Multa,2023,0.0
Equatorial PI,PI,Equatorial,Equatorial,Qualidade,10556488.4,0023/2024-SFT,Distribuidora,1584695, Multa,2024,0.0
Amazonas Energia,AM,Ambar Energia,Ambar Energia,Anuência  Contrato entre Partes Relacionadas,2237408.64,0023/2025-SFF,Distribuidora,1054068, Multa,2025,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,425558.75,0023/2025-SFT,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,Empreendimentos de Transmissão,2434460.41,0024/2019-SFE,Não Distribuidora,, Multa,2019,2434460.41
,,,Não mapeado,Ocorrências/Perturbações,11525186.25,0024/2020-SFE,Não Distribuidora,, Multa,2020,0.0
,,,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,0.0,0024/2020-SFF,Não Distribuidora,, Advertência,2020,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,42876.8,0024/2021-AGERGS-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,60254.3,0024/2021-ARSEP-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,47253.3,0024/2021-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.01.01 - Procedimento da Fase Pré-Obras,49587.08,0024/2022-ARPE-SFG,Não Distribuidora,, Multa,2022,49587.08
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,33471.36,0024/2022-SFG,Não Distribuidora,, Multa,2022,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,314860.15,0024/2024-SFT,Não Distribuidora,, Multa,2024,0.0
Equatorial GO,GO,Equatorial,Equatorial,"Apoio ao Processo Decisório, Anuência e Conformidade Regulatória",15076187.17,0024/2025-SFF,Distribuidora,3508696, Multa,2025,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,259415.95,0024/2025-SFT,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,Operação e Manutenção,2484343.71,0025/2019-SFE,Não Distribuidora,, Multa,2019,2484343.71
,,,Não mapeado,Obras de Transmissão,588445.36,0025/2020-SFE,Não Distribuidora,, Multa,2020,588445.36
,,,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,0.0,0025/2020-SFF,Não Distribuidora,, Advertência,2020,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,35142.52,0025/2021-AGERGS-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,34763.3,0025/2021-ARSEP-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,36812.5,0025/2021-SFG,Não Distribuidora,, Multa,2021,36812.5
,,,Não mapeado,1.01.01 - Procedimento da Fase Pré-Obras,49587.08,0025/2022-ARPE-SFG,Não Distribuidora,, Multa,2022,49587.08
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,223472.42,0025/2022-SFG,Não Distribuidora,, Multa,2022,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,262383.46,0025/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,Monitoramento do Mercado,0.0,0025/2025-SFF,Não Distribuidora,, Advertência,2025,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,218608.95,0025/2025-SFT,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,Ocorrências/Perturbações,7846121.87,0026/2019-SFE,Não Distribuidora,, Multa,2019,7846121.87
Light,RJ,Light,Light,Qualidade,16659084.76,0026/2020-SFE,Distribuidora,3981775, Multa,2020,16659084.76
,,,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,0.0,0026/2020-SFF,Não Distribuidora,, Advertência,2020,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,24502.6,0026/2021-AGERGS-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,41882.2,0026/2021-ARSEP-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,67812.5,0026/2021-SFG,Não Distribuidora,, Multa,2021,67812.5
,,,Não mapeado,1.01.01 - Procedimento da Fase Pré-Obras,49587.08,0026/2022-ARPE-SFG,Não Distribuidora,, Multa,2022,49587.08
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,32529.12,0026/2022-SFG,Não Distribuidora,, Multa,2022,0.0
Equatorial PA,PA,Equatorial,Equatorial,Comercial,46498641.68,0026/2024-SFT,Distribuidora,3266493, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,128250.59,0026/2025-SFT,Não Distribuidora,, Multa,2025,0.0
Celesc-Dis,SC,CELESC,CELESC,Qualidade,3379013.58,0027/2019-SFE,Distribuidora,3571857, Advertência / Multa,2019,3379013.58
EDP ES,ES,EDP,EDP,Qualidade,3708666.87,0027/2020-SFE,Distribuidora,1797066, Multa,2020,3708666.87
,,,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,2948.9,0027/2020-SFF,Não Distribuidora,, Multa,2020,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,36753.54,0027/2021-AGERGS-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,38422.2,0027/2021-ARSEP-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,41462.5,0027/2021-SFG,Não Distribuidora,, Multa,2021,41462.5
,,,Não mapeado,1.01.01 - Procedimento da Fase Pré-Obras,49587.08,0027/2022-ARPE-SFG,Não Distribuidora,, Multa,2022,49587.08
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,156050.53,0027/2022-SFG,Não Distribuidora,, Multa,2022,156050.53
CEA Equatorial,AP,Equatorial,Equatorial,Técnica,8343521.97,0027/2024-SFT,Distribuidora,280123, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,128250.59,0027/2025-SFT,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,Operação e Manutenção,9280927.79,0028/2019-SFE,Não Distribuidora,, Multa,2019,0.0
,,,Não mapeado,Operação e Manutenção,7037649.66,0028/2020-SFE,Não Distribuidora,, Advertência / Multa,2020,0.0
,,,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,2948.9,0028/2020-SFF,Não Distribuidora,, Multa,2020,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,30306.54,0028/2021-AGERGS-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,37516.4,0028/2021-ARSEP-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,54397.79,0028/2021-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.01.01 - Procedimento da Fase Pré-Obras,49587.08,0028/2022-ARPE-SFG,Não Distribuidora,, Multa,2022,49587.08
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,156050.53,0028/2022-SFG,Não Distribuidora,, Multa,2022,156050.53
Copel-Dis,PR,COPEL,COPEL,Técnica,6386918.81,0028/2024-SFT,Distribuidora,5258152, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,550260.9,0028/2025-SFT,Não Distribuidora,, Multa,2025,0.0
Neoenergia Pernambuco,PE,NeoEnergia,NeoEnergia,Técnica,2925091.96,0029/2019-SFE,Distribuidora,4171038, Multa,2019,0.0
Enel RJ,RJ,Enel,Enel,Qualidade,17011037.25,0029/2020-SFE,Distribuidora,2770873, Multa,2020,17011037.25
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,35142.05,0029/2021-AGERGS-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,56760.2,0029/2021-ARSEP-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,47774.67,0029/2021-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,156050.53,0029/2022-SFG,Não Distribuidora,, Multa,2022,156050.53
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,617125.9,0029/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,840218.75,0029/2025-SFT,Não Distribuidora,, Multa,2025,0.0
Celesc-Dis,SC,CELESC,CELESC,Qualidade,13996524.39,0030/2020-SFE,Distribuidora,3571857, Multa,2020,13996524.39
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,39329.85,0030/2021-AGERGS-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,60675.1,0030/2021-ARSEP-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,48213.74,0030/2021-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,195063.16,0030/2022-SFG,Não Distribuidora,, Multa,2022,195063.16
Neoenergia Brasília,DF,NeoEnergia,NeoEnergia,Qualidade,,0030/2024-SFT,Distribuidora,1191108,,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,148654.08,0030/2025-SFT,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,Ocorrências/Perturbações,3829637.45,0031/2020-SFE,Não Distribuidora,, Multa,2020,3829637.45
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,27714.92,0031/2021-AGERGS-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,58941.4,0031/2021-ARSEP-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,48389.37,0031/2021-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,117037.89,0031/2022-SFG,Não Distribuidora,, Multa,2022,117037.89
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,50476.02,0031/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,361433.46,0031/2025-SFT,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,Obras de Transmissão,42972.17,0032/2020-SFE,Não Distribuidora,, Multa,2020,13222.21
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,9990.26,0032/2021-AGERGS-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,62408.7,0032/2021-ARSEP-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,50104.7,0032/2021-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,78025.26,0032/2022-SFG,Não Distribuidora,, Multa,2022,78025.26
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,121516.34,0032/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,224438.52,0032/2025-SFT,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,Operação e Manutenção,7962107.32,0033/2020-SFE,Não Distribuidora,, Multa,2020,7962107.32
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,19980.53,0033/2021-AGERGS-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,61975.4,0033/2021-ARSEP-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,47813.04,0033/2021-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,122728.01,0033/2022-SFG,Não Distribuidora,, Multa,2022,122728.01
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,121516.34,0033/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,157398.44,0033/2025-SFT,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,Ocorrências/Perturbações,4313557.01,0034/2020-SFE,Não Distribuidora,, Multa,2020,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,22558.66,0034/2021-AGERGS-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,58508.2,0034/2021-ARSEP-SFG,Não Distribuidora,, Multa,2021,58508.2
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,52543.81,0034/2021-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,122728.01,0034/2022-SFG,Não Distribuidora,, Multa,2022,122728.01
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,61692.91,0034/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,39159.52,0034/2025-SFT,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,Ocorrências/Perturbações,318575.79,0035/2020-SFE,Não Distribuidora,, Multa,2020,318575.79
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,18046.93,0035/2021-AGERGS-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,41505.2,0035/2021-ARSEP-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,49377.22,0035/2021-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,122728.01,0035/2022-SFG,Não Distribuidora,, Multa,2022,122728.01
Celesc-Dis,SC,CELESC,CELESC,Comercial,4498297.81,0035/2024-SFT,Distribuidora,3571857, Multa,2024,0.0
Neoenergia Coelba,BA,NeoEnergia,NeoEnergia,Comercial,59508880.23,0035/2025-SFT,Distribuidora,6879715, Multa,2025,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,25136.79,0036/2021-AGERGS-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,50970.91,0036/2021-SFG,Não Distribuidora,, Multa,2021,50970.91
,,,Não mapeado,1.01.01 - Procedimento da Fase Pré-Obras,619838.43,0036/2022-SFG,Não Distribuidora,, Multa,2022,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,110299.45,0036/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,52466.15,0036/2025-SFT,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,25136.79,0037/2021-AGERGS-SFG,Não Distribuidora,, Multa,2021,0.0
Eletrocar,RS,Eletrocar,Não mapeado,1.02.15 - Demais Obrigações Normativas,37382.59,0037/2021-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,20082.77,0037/2022-SFG,Não Distribuidora,, Multa,2022,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,100018.79,0037/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,40300.08,0037/2025-SFT,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,13212.93,0038/2021-AGERGS-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,32456.51,0038/2021-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,32132.42,0038/2022-SFG,Não Distribuidora,, Multa,2022,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,100018.79,0038/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,50185.01,0038/2025-SFT,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,20625.06,0039/2021-AGERGS-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,18090.75,0039/2021-SFG,Não Distribuidora,, Multa,2021,0.0
Eletrocar,RS,Eletrocar,Não mapeado,1.01.02 - Procedimento da Fase Obras,24099.32,0039/2022-SFG,Não Distribuidora,, Multa,2022,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,741072.28,0039/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,49044.44,0039/2025-SFT,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,17724.66,0040/2021-AGERGS-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,31332.6,0040/2021-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,17851.35,0040/2022-SFG,Não Distribuidora,, Multa,2022,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,741072.28,0040/2024-SFT,Não Distribuidora,, Multa,2024,0.0
